# wavelength,intensity
3.676987855524865836e+02,1.961000000000000000e+03
3.684840466461296273e+02,1.969000000000000000e+03
3.692692328080621564e+02,1.968000000000000000e+03
3.700543440308456411e+02,1.967000000000000000e+03
3.708393803070416652e+02,1.973000000000000000e+03
3.716243416292116990e+02,1.985000000000000000e+03
3.724092279899172695e+02,1.999000000000000000e+03
3.731940393817199038e+02,1.996000000000000000e+03
3.739787757971810720e+02,1.985000000000000000e+03
3.747634372288623013e+02,2.004000000000000000e+03
3.755480236693251186e+02,2.023000000000000000e+03
3.763325351111309942e+02,2.027000000000000000e+03
3.771169715468415120e+02,2.028000000000000000e+03
3.779013329690180854e+02,2.032000000000000000e+03
3.786856193702223550e+02,2.059000000000000000e+03
3.794698307430156774e+02,2.056000000000000000e+03
3.802539670799596934e+02,2.057000000000000000e+03
3.810380283736158162e+02,2.063000000000000000e+03
3.818220146165456299e+02,2.084000000000000000e+03
3.826059258013106046e+02,2.086000000000000000e+03
3.833897619204722673e+02,2.089000000000000000e+03
3.841735229665921452e+02,2.114000000000000000e+03
3.849572089322317083e+02,2.132000000000000000e+03
3.857408198099524839e+02,2.146000000000000000e+03
3.865243555923159988e+02,2.167000000000000000e+03
3.873078162718837234e+02,2.158000000000000000e+03
3.880912018412172415e+02,2.174000000000000000e+03
3.888745122928779665e+02,2.200000000000000000e+03
3.896577476194274823e+02,2.224000000000000000e+03
3.904409078134273159e+02,2.218000000000000000e+03
3.912239928674389375e+02,2.265000000000000000e+03
3.920070027740238174e+02,2.265000000000000000e+03
3.927899375257435395e+02,2.290000000000000000e+03
3.935727971151595739e+02,2.304000000000000000e+03
3.943555815348334477e+02,2.338000000000000000e+03
3.951382907773266879e+02,2.350000000000000000e+03
3.959209248352007648e+02,2.378000000000000000e+03
3.967034837010172055e+02,2.404000000000000000e+03
3.974859673673375369e+02,2.430000000000000000e+03
3.982683758267232861e+02,2.452000000000000000e+03
3.990507090717358665e+02,2.461000000000000000e+03
3.998329670949369188e+02,2.525000000000000000e+03
4.006151498888878564e+02,2.546000000000000000e+03
4.013972574461502631e+02,2.594000000000000000e+03
4.021792897592856093e+02,2.609000000000000000e+03
4.029612468208553651e+02,2.666000000000000000e+03
4.037431286234211143e+02,2.721000000000000000e+03
4.045249351595443841e+02,2.774000000000000000e+03
4.053066664217865878e+02,2.855000000000000000e+03
4.060883224027093092e+02,2.923000000000000000e+03
4.068699030948740187e+02,3.030000000000000000e+03
4.076514084908423001e+02,3.121000000000000000e+03
4.084328385831755668e+02,3.273000000000000000e+03
4.092141933644354026e+02,3.412000000000000000e+03
4.099954728271832778e+02,3.571000000000000000e+03
4.107766769639806625e+02,3.740000000000000000e+03
4.115578057673891976e+02,3.964000000000000000e+03
4.123388592299702964e+02,4.220000000000000000e+03
4.131198373442854859e+02,4.445000000000000000e+03
4.139007401028962931e+02,4.757000000000000000e+03
4.146815674983641884e+02,5.031000000000000000e+03
4.154623195232507555e+02,5.406000000000000000e+03
4.162429961701174079e+02,5.763000000000000000e+03
4.170235974315257863e+02,6.130000000000000000e+03
4.178041233000372472e+02,6.522000000000000000e+03
4.185845737682134313e+02,6.983000000000000000e+03
4.193649488286158089e+02,7.473000000000000000e+03
4.201452484738058502e+02,8.053000000000000000e+03
4.209254726963450821e+02,8.677000000000000000e+03
4.217056214887950318e+02,9.374000000000000000e+03
4.224856948437172264e+02,1.008700000000000000e+04
4.232656927536731359e+02,1.089900000000000000e+04
4.240456152112243444e+02,1.183900000000000000e+04
4.248254622089322652e+02,1.277600000000000000e+04
4.256052337393584821e+02,1.382700000000000000e+04
4.263849297950644655e+02,1.506000000000000000e+04
4.271645503686117422e+02,1.623900000000000000e+04
4.279440954525617826e+02,1.760500000000000000e+04
4.287235650394761706e+02,1.898200000000000000e+04
4.295029591219164331e+02,2.039900000000000000e+04
4.302822776924439836e+02,2.207400000000000000e+04
4.310615207436203491e+02,2.365100000000000000e+04
4.318406882680071135e+02,2.533400000000000000e+04
4.326197802581656902e+02,2.732900000000000000e+04
4.333987967066577198e+02,2.912100000000000000e+04
4.341777376060446159e+02,3.132900000000000000e+04
4.349566029488879053e+02,3.344000000000000000e+04
4.357353927277490584e+02,3.621400000000000000e+04
4.365141069351896590e+02,3.894800000000000000e+04
4.372927455637712342e+02,4.216400000000000000e+04
4.380713086060551973e+02,4.583200000000000000e+04
4.388497960546031891e+02,4.986200000000000000e+04
4.396282079019765661e+02,5.411000000000000000e+04
4.404065441407369690e+02,5.879600000000000000e+04
4.411848047634458112e+02,6.354100000000000000e+04
4.419629897626646766e+02,6.840800000000000000e+04
4.427410991309550923e+02,7.308900000000000000e+04
4.435191328608784715e+02,7.741600000000000000e+04
4.442970909449963983e+02,8.117500000000000000e+04
4.450749733758703428e+02,8.417900000000000000e+04
4.458527801460618889e+02,8.630400000000000000e+04
4.466305112481324500e+02,8.775400000000000000e+04
4.474081666746436099e+02,8.811300000000000000e+04
4.481857464181568389e+02,8.781900000000000000e+04
4.489632504712336640e+02,8.679700000000000000e+04
4.497406788264356123e+02,8.565000000000000000e+04
4.505180314763241540e+02,8.408800000000000000e+04
4.512953084134608730e+02,8.268500000000000000e+04
4.520725096304071826e+02,8.169900000000000000e+04
4.528496351197246099e+02,8.141200000000000000e+04
4.536266848739747388e+02,8.165300000000000000e+04
4.544036588857190395e+02,8.303600000000000000e+04
4.551805571475190391e+02,8.526200000000000000e+04
4.559573796519362077e+02,8.861000000000000000e+04
4.567341263915320724e+02,9.295900000000000000e+04
4.575107973588681602e+02,9.817800000000000000e+04
4.582873925465059983e+02,1.041570000000000000e+05
4.590639119470070568e+02,1.109700000000000000e+05
4.598403555529328059e+02,1.180300000000000000e+05
4.606167233568448864e+02,1.256820000000000000e+05
4.613930153513047117e+02,1.335760000000000000e+05
4.621692315288738087e+02,1.416470000000000000e+05
4.629453718821137045e+02,1.491730000000000000e+05
4.637214364035858694e+02,1.565110000000000000e+05
4.644974250858518872e+02,1.633240000000000000e+05
4.652733379214732281e+02,1.691910000000000000e+05
4.660491749030113624e+02,1.741880000000000000e+05
4.668249360230278739e+02,1.780600000000000000e+05
4.676006212740842329e+02,1.806340000000000000e+05
4.683762306487419664e+02,1.822990000000000000e+05
4.691517641395625446e+02,1.828080000000000000e+05
4.699272217391075515e+02,1.822820000000000000e+05
4.707026034399384571e+02,1.808830000000000000e+05
4.714779092346167317e+02,1.785520000000000000e+05
4.722531391157039593e+02,1.758260000000000000e+05
4.730282930757616100e+02,1.729400000000000000e+05
4.738033711073512109e+02,1.696450000000000000e+05
4.745783732030342321e+02,1.666530000000000000e+05
4.753532993553722577e+02,1.636530000000000000e+05
4.761281495569267008e+02,1.611910000000000000e+05
4.769029238002592024e+02,1.593770000000000000e+05
4.776776220779311188e+02,1.576820000000000000e+05
4.784522443825040909e+02,1.567400000000000000e+05
4.792267907065395889e+02,1.557520000000000000e+05
4.800012610425990829e+02,1.550940000000000000e+05
4.807756553832441568e+02,1.543230000000000000e+05
4.815499737210362809e+02,1.539830000000000000e+05
4.823242160485369254e+02,1.533830000000000000e+05
4.830983823583076742e+02,1.530720000000000000e+05
4.838724726429099974e+02,1.520170000000000000e+05
4.846464868949053653e+02,1.510970000000000000e+05
4.854204251068554186e+02,1.498500000000000000e+05
4.861942872713215138e+02,1.485440000000000000e+05
4.869680733808652917e+02,1.467500000000000000e+05
4.877417834280481657e+02,1.446470000000000000e+05
4.885154174054317195e+02,1.431490000000000000e+05
4.892889753055774236e+02,1.409000000000000000e+05
4.900624571210468048e+02,1.392050000000000000e+05
4.908358628444013334e+02,1.374200000000000000e+05
4.916091924682025933e+02,1.357970000000000000e+05
4.923824459850120547e+02,1.342530000000000000e+05
4.931556233873911879e+02,1.327110000000000000e+05
4.939287246679015766e+02,1.320330000000000000e+05
4.947017498191046911e+02,1.309370000000000000e+05
4.954746988335620586e+02,1.300080000000000000e+05
4.962475717038351490e+02,1.295840000000000000e+05
4.970203684224855465e+02,1.287180000000000000e+05
4.977930889820747211e+02,1.284810000000000000e+05
4.985657333751641431e+02,1.281990000000000000e+05
4.993383015943153964e+02,1.276390000000000000e+05
5.001107936320899512e+02,1.276210000000000000e+05
5.008832094810493345e+02,1.272430000000000000e+05
5.016555491337550734e+02,1.270380000000000000e+05
5.024278125827685813e+02,1.265590000000000000e+05
5.031999998206514988e+02,1.260590000000000000e+05
5.039721108399652962e+02,1.256140000000000000e+05
5.047441456332714438e+02,1.248770000000000000e+05
5.055161041931314685e+02,1.242470000000000000e+05
5.062879865121068974e+02,1.236730000000000000e+05
5.070597925827592576e+02,1.231280000000000000e+05
5.078315223976500192e+02,1.221590000000000000e+05
5.086031759493407094e+02,1.216630000000000000e+05
5.093747532303927983e+02,1.208460000000000000e+05
5.101462542333678698e+02,1.203690000000000000e+05
5.109176789508274510e+02,1.198980000000000000e+05
5.116890273753329552e+02,1.192740000000000000e+05
5.124602994994459095e+02,1.187360000000000000e+05
5.132314953157278978e+02,1.185500000000000000e+05
5.140026148167404472e+02,1.181210000000000000e+05
5.147736579950449141e+02,1.179560000000000000e+05
5.155446248432029961e+02,1.176680000000000000e+05
5.163155153537760498e+02,1.175770000000000000e+05
5.170863295193257727e+02,1.172400000000000000e+05
5.178570673324134077e+02,1.173980000000000000e+05
5.186277287856006524e+02,1.175120000000000000e+05
5.193983138714489769e+02,1.174710000000000000e+05
5.201688225825199652e+02,1.176390000000000000e+05
5.209392549113749737e+02,1.181880000000000000e+05
5.217096108505755865e+02,1.182340000000000000e+05
5.224798903926833873e+02,1.188260000000000000e+05
5.232500935302598464e+02,1.194590000000000000e+05
5.240202202558664339e+02,1.198850000000000000e+05
5.247902705620646202e+02,1.204690000000000000e+05
5.255602444414159891e+02,1.210500000000000000e+05
5.263301418864820107e+02,1.215910000000000000e+05
5.270999628898242690e+02,1.221790000000000000e+05
5.278697074440042343e+02,1.228530000000000000e+05
5.286393755415833766e+02,1.238070000000000000e+05
5.294089671751232800e+02,1.242690000000000000e+05
5.301784823371854145e+02,1.250280000000000000e+05
5.309479210203312505e+02,1.260690000000000000e+05
5.317172832171223718e+02,1.264570000000000000e+05
5.324865689201202485e+02,1.270820000000000000e+05
5.332557781218864648e+02,1.274600000000000000e+05
5.340249108149823769e+02,1.281120000000000000e+05
5.347939669919696826e+02,1.285610000000000000e+05
5.355629466454097383e+02,1.288770000000000000e+05
5.363318497678640142e+02,1.291260000000000000e+05
5.371006763518943217e+02,1.292180000000000000e+05
5.378694263900617898e+02,1.296110000000000000e+05
5.386380998749282298e+02,1.295110000000000000e+05
5.394066967990549983e+02,1.295660000000000000e+05
5.401752171550036792e+02,1.296130000000000000e+05
5.409436609353356289e+02,1.294090000000000000e+05
5.417120281326125451e+02,1.295480000000000000e+05
5.424803187393958979e+02,1.293640000000000000e+05
5.432485327482471575e+02,1.291620000000000000e+05
5.440166701517277943e+02,1.288350000000000000e+05
5.447847309423993920e+02,1.287750000000000000e+05
5.455527151128235346e+02,1.287090000000000000e+05
5.463206226555614649e+02,1.283760000000000000e+05
5.470884535631749941e+02,1.283320000000000000e+05
5.478562078282254788e+02,1.284240000000000000e+05
5.486238854432745029e+02,1.283110000000000000e+05
5.493914864008834229e+02,1.282600000000000000e+05
5.501590106936139364e+02,1.284070000000000000e+05
5.509264583140273999e+02,1.286170000000000000e+05
5.516938292546855109e+02,1.287100000000000000e+05
5.524611235081496261e+02,1.290010000000000000e+05
5.532283410669812156e+02,1.290870000000000000e+05
5.539954819237419770e+02,1.293370000000000000e+05
5.547625460709932668e+02,1.300490000000000000e+05
5.555295335012966689e+02,1.302600000000000000e+05
5.562964442072136535e+02,1.308930000000000000e+05
5.570632781813058045e+02,1.313930000000000000e+05
5.578300354161344785e+02,1.320740000000000000e+05
5.585967159042613730e+02,1.328260000000000000e+05
5.593633196382478445e+02,1.333900000000000000e+05
5.601298466106555907e+02,1.339410000000000000e+05
5.608962968140458543e+02,1.345840000000000000e+05
5.616626702409804466e+02,1.355000000000000000e+05
5.624289668840206105e+02,1.362940000000000000e+05
5.631951867357280435e+02,1.371230000000000000e+05
5.639613297886641021e+02,1.381390000000000000e+05
5.647273960353904840e+02,1.389840000000000000e+05
5.654933854684685457e+02,1.399520000000000000e+05
5.662592980804598710e+02,1.409770000000000000e+05
5.670251338639259302e+02,1.421560000000000000e+05
5.677908928114283071e+02,1.432400000000000000e+05
5.685565749155283584e+02,1.440420000000000000e+05
5.693221801687877814e+02,1.457170000000000000e+05
5.700877085637679329e+02,1.470990000000000000e+05
5.708531600930303966e+02,1.487990000000000000e+05
5.716185347491367565e+02,1.500380000000000000e+05
5.723838325246483691e+02,1.513940000000000000e+05
5.731490534121269320e+02,1.525830000000000000e+05
5.739141974041336880e+02,1.542830000000000000e+05
5.746792644932304484e+02,1.562340000000000000e+05
5.754442546719784559e+02,1.581130000000000000e+05
5.762091679329394083e+02,1.593780000000000000e+05
5.769740042686747756e+02,1.610760000000000000e+05
5.777387636717460282e+02,1.624580000000000000e+05
5.785034461347147499e+02,1.646550000000000000e+05
5.792680516501422971e+02,1.667240000000000000e+05
5.800325802105903676e+02,1.681320000000000000e+05
5.807970318086203179e+02,1.700870000000000000e+05
5.815614064367937317e+02,1.718290000000000000e+05
5.823257040876721931e+02,1.731300000000000000e+05
5.830899247538170584e+02,1.751690000000000000e+05
5.838540684277899118e+02,1.771320000000000000e+05
5.846181351021523369e+02,1.787360000000000000e+05
5.853821247694656904e+02,1.800230000000000000e+05
5.861460374222916698e+02,1.819720000000000000e+05
5.869098730531916317e+02,1.834890000000000000e+05
5.876736316547271599e+02,1.848290000000000000e+05
5.884373132194597247e+02,1.863470000000000000e+05
5.892009177399509099e+02,1.877080000000000000e+05
5.899644452087620721e+02,1.893770000000000000e+05
5.907278956184549088e+02,1.907050000000000000e+05
5.914912689615907766e+02,1.920620000000000000e+05
5.922545652307312594e+02,1.935500000000000000e+05
5.930177844184379410e+02,1.947960000000000000e+05
5.937809265172721780e+02,1.960530000000000000e+05
5.945439915197956680e+02,1.972410000000000000e+05
5.953069794185696537e+02,1.985740000000000000e+05
5.960698902061559465e+02,1.997910000000000000e+05
5.968327238751157893e+02,2.000000000000000000e+05
5.975954804180109932e+02,2.000000000000000000e+05
5.983581598274026874e+02,2.000000000000000000e+05
5.991207620958527968e+02,2.000000000000000000e+05
5.998832872159224507e+02,2.000000000000000000e+05
6.006457351801734603e+02,2.000000000000000000e+05
6.014081059811670684e+02,2.000000000000000000e+05
6.021703996114650863e+02,2.000000000000000000e+05
6.029326160636287568e+02,2.000000000000000000e+05
6.036947553302197775e+02,2.000000000000000000e+05
6.044568174037995050e+02,2.000000000000000000e+05
6.052188022769296367e+02,2.000000000000000000e+05
6.059807099421715293e+02,2.000000000000000000e+05
6.067425403920866529e+02,2.000000000000000000e+05
6.075042936192367051e+02,2.000000000000000000e+05
6.082659696161830425e+02,2.000000000000000000e+05
6.090275683754872489e+02,2.000000000000000000e+05
6.097890898897107945e+02,2.000000000000000000e+05
6.105505341514152633e+02,2.000000000000000000e+05
6.113119011531621254e+02,2.000000000000000000e+05
6.120731908875128511e+02,2.000000000000000000e+05
6.128344033470289105e+02,2.000000000000000000e+05
6.135955385242720013e+02,2.000000000000000000e+05
6.143565964118034799e+02,2.000000000000000000e+05
6.151175770021848166e+02,2.000000000000000000e+05
6.158784802879777089e+02,2.000000000000000000e+05
6.166393062617435135e+02,2.000000000000000000e+05
6.174000549160438140e+02,2.000000000000000000e+05
6.181607262434400809e+02,2.000000000000000000e+05
6.189213202364937843e+02,2.000000000000000000e+05
6.196818368877665080e+02,2.000000000000000000e+05
6.204422761898198360e+02,2.000000000000000000e+05
6.212026381352151247e+02,2.000000000000000000e+05
6.219629227165139582e+02,2.000000000000000000e+05
6.227231299262778066e+02,2.000000000000000000e+05
6.234832597570681401e+02,2.000000000000000000e+05
6.242433122014466562e+02,2.000000000000000000e+05
6.250032872519747116e+02,2.000000000000000000e+05
6.257631849012138900e+02,2.000000000000000000e+05
6.265230051417256618e+02,2.000000000000000000e+05
6.272827479660714971e+02,2.000000000000000000e+05
6.280424133668129798e+02,2.000000000000000000e+05
6.288020013365115801e+02,2.000000000000000000e+05
6.295615118677288820e+02,2.000000000000000000e+05
6.303209449530262418e+02,2.000000000000000000e+05
6.310803005849653573e+02,2.000000000000000000e+05
6.318395787561075849e+02,2.000000000000000000e+05
6.325987794590145086e+02,2.000000000000000000e+05
6.333579026862475985e+02,2.000000000000000000e+05
6.341169484303684385e+02,2.000000000000000000e+05
6.348759166839384989e+02,2.000000000000000000e+05
6.356348074395193635e+02,2.000000000000000000e+05
6.363936206896723888e+02,2.000000000000000000e+05
6.371523564269591589e+02,2.000000000000000000e+05
6.379110146439411437e+02,2.000000000000000000e+05
6.386695953331800411e+02,2.000000000000000000e+05
6.394280984872370937e+02,2.000000000000000000e+05
6.401865240986739991e+02,2.000000000000000000e+05
6.409448721600522276e+02,2.000000000000000000e+05
6.417031426639332494e+02,2.000000000000000000e+05
6.424613356028785347e+02,2.000000000000000000e+05
6.432194509694497810e+02,2.000000000000000000e+05
6.439774887562082313e+02,2.000000000000000000e+05
6.447354489557156967e+02,2.000000000000000000e+05
6.454933315605334201e+02,2.000000000000000000e+05
6.462511365632230991e+02,2.000000000000000000e+05
6.470088639563460902e+02,2.000000000000000000e+05
6.477665137324639772e+02,2.000000000000000000e+05
6.485240858841383442e+02,2.000000000000000000e+05
6.492815804039306613e+02,2.000000000000000000e+05
6.500389972844022850e+02,2.000000000000000000e+05
6.507963365181150266e+02,2.000000000000000000e+05
6.515535980976301289e+02,2.000000000000000000e+05
6.523107820155091758e+02,2.000000000000000000e+05
6.530678882643137513e+02,2.000000000000000000e+05
6.538249168366053254e+02,2.000000000000000000e+05
6.545818677249453685e+02,2.000000000000000000e+05
6.553387409218953508e+02,2.000000000000000000e+05
6.560955364200169697e+02,2.000000000000000000e+05
6.568522542118715819e+02,2.000000000000000000e+05
6.576088942900207712e+02,2.000000000000000000e+05
6.583654566470258942e+02,2.000000000000000000e+05
6.591219412754487621e+02,2.000000000000000000e+05
6.598783481678506178e+02,2.000000000000000000e+05
6.606346773167930451e+02,2.000000000000000000e+05
6.613909287148375142e+02,2.000000000000000000e+05
6.621471023545457228e+02,2.000000000000000000e+05
6.629031982284790274e+02,2.000000000000000000e+05
6.636592163291988982e+02,2.000000000000000000e+05
6.644151566492669190e+02,2.000000000000000000e+05
6.651710191812445601e+02,2.000000000000000000e+05
6.659268039176935190e+02,2.000000000000000000e+05
6.666825108511750386e+02,2.000000000000000000e+05
6.674381399742507028e+02,1.994980000000000000e+05
6.681936912794820955e+02,1.979390000000000000e+05
6.689491647594306869e+02,1.959660000000000000e+05
6.697045604066580609e+02,1.940680000000000000e+05
6.704598782137256876e+02,1.920410000000000000e+05
6.712151181731949237e+02,1.904180000000000000e+05
6.719702802776274666e+02,1.879820000000000000e+05
6.727253645195847866e+02,1.859340000000000000e+05
6.734803708916283540e+02,1.839860000000000000e+05
6.742352993863197526e+02,1.815740000000000000e+05
6.749901499962204525e+02,1.791130000000000000e+05
6.757449227138918104e+02,1.766390000000000000e+05
6.764996175318956375e+02,1.745880000000000000e+05
6.772542344427932903e+02,1.719950000000000000e+05
6.780087734391461254e+02,1.696080000000000000e+05
6.787632345135159539e+02,1.671540000000000000e+05
6.795176176584641325e+02,1.648530000000000000e+05
6.802719228665521314e+02,1.624470000000000000e+05
6.810261501303415344e+02,1.598620000000000000e+05
6.817802994423938117e+02,1.576040000000000000e+05
6.825343707952704335e+02,1.552210000000000000e+05
6.832883641815330975e+02,1.529180000000000000e+05
6.840422795937431601e+02,1.502030000000000000e+05
6.847961170244620916e+02,1.480580000000000000e+05
6.855498764662514759e+02,1.455870000000000000e+05
6.863035579116727831e+02,1.432810000000000000e+05
6.870571613532875972e+02,1.411660000000000000e+05
6.878106867836575020e+02,1.388240000000000000e+05
6.885641341953437404e+02,1.363050000000000000e+05
6.893175035809080100e+02,1.339810000000000000e+05
6.900707949329117810e+02,1.317050000000000000e+05
6.908240082439166372e+02,1.294390000000000000e+05
6.915771435064840489e+02,1.274210000000000000e+05
6.923302007131753726e+02,1.251630000000000000e+05
6.930831798565523059e+02,1.227250000000000000e+05
6.938360809291763189e+02,1.207610000000000000e+05
6.945889039236089957e+02,1.185480000000000000e+05
6.953416488324115790e+02,1.163910000000000000e+05
6.960943156481458800e+02,1.142510000000000000e+05
6.968469043633732554e+02,1.120130000000000000e+05
6.975994149706552889e+02,1.102100000000000000e+05
6.983518474625533372e+02,1.081560000000000000e+05
6.991042018316290978e+02,1.058410000000000000e+05
6.998564780704440409e+02,1.038600000000000000e+05
7.006086761715596367e+02,1.019610000000000000e+05
7.013607961275373555e+02,1.000290000000000000e+05
7.021128379309387810e+02,9.802800000000000000e+04
7.028648015743254973e+02,9.610100000000000000e+04
7.036166870502587471e+02,9.433500000000000000e+04
7.043684943513003418e+02,9.271900000000000000e+04
7.051202234700116378e+02,9.071900000000000000e+04
7.058718743989541053e+02,8.881100000000000000e+04
7.066234471306893283e+02,8.712700000000000000e+04
7.073749416577788907e+02,8.561800000000000000e+04
7.081263579727841488e+02,8.361100000000000000e+04
7.088776960682668005e+02,8.163200000000000000e+04
7.096289559367880884e+02,8.006700000000000000e+04
7.103801375709098238e+02,7.856800000000000000e+04
7.111312409631932496e+02,7.695400000000000000e+04
7.118822661062000634e+02,7.496400000000000000e+04
7.126332129924917353e+02,7.361800000000000000e+04
7.133840816146297357e+02,7.213800000000000000e+04
7.141348719651755346e+02,7.062400000000000000e+04
7.148855840366908296e+02,6.906300000000000000e+04
7.156362178217368637e+02,6.765400000000000000e+04
7.163867733128753343e+02,6.628200000000000000e+04
7.171372505026677118e+02,6.499600000000000000e+04
7.178876493836755799e+02,6.338800000000000000e+04
7.186379699484602952e+02,6.214100000000000000e+04
7.193882121895834416e+02,6.081800000000000000e+04
7.201383760996064893e+02,5.961400000000000000e+04
7.208884616710910223e+02,5.827900000000000000e+04
7.216384688965985106e+02,5.710500000000000000e+04
7.223883977686905382e+02,5.572000000000000000e+04
7.231382482799284617e+02,5.454900000000000000e+04
7.238880204228739785e+02,5.325500000000000000e+04
7.246377141900884453e+02,5.224200000000000000e+04
7.253873295741334459e+02,5.068300000000000000e+04
7.261368665675704506e+02,4.968300000000000000e+04
7.268863251629610431e+02,4.855900000000000000e+04
7.276357053528666938e+02,4.746100000000000000e+04
7.283850071298488729e+02,4.643200000000000000e+04
