# wavelength,intensity
5.224798903926833873e+02,3.936000000000000000e+03
5.232500935302598464e+02,4.019000000000000000e+03
5.240202202558664339e+02,4.028000000000000000e+03
5.247902705620646202e+02,4.020000000000000000e+03
5.255602444414159891e+02,4.072000000000000000e+03
5.263301418864820107e+02,4.050000000000000000e+03
5.270999628898242690e+02,4.093000000000000000e+03
5.278697074440042343e+02,4.145000000000000000e+03
5.286393755415833766e+02,4.127000000000000000e+03
5.294089671751232800e+02,4.138000000000000000e+03
5.301784823371854145e+02,4.167000000000000000e+03
5.309479210203312505e+02,4.173000000000000000e+03
5.317172832171223718e+02,4.243000000000000000e+03
5.324865689201202485e+02,4.227000000000000000e+03
5.332557781218864648e+02,4.229000000000000000e+03
5.340249108149823769e+02,4.275000000000000000e+03
5.347939669919696826e+02,4.300000000000000000e+03
5.355629466454097383e+02,4.316000000000000000e+03
5.363318497678640142e+02,4.307000000000000000e+03
5.371006763518943217e+02,4.310000000000000000e+03
5.378694263900617898e+02,4.368000000000000000e+03
5.386380998749282298e+02,4.382000000000000000e+03
5.394066967990549983e+02,4.366000000000000000e+03
5.401752171550036792e+02,4.396000000000000000e+03
5.409436609353356289e+02,4.459000000000000000e+03
5.417120281326125451e+02,4.434000000000000000e+03
5.424803187393958979e+02,4.464000000000000000e+03
5.432485327482471575e+02,4.503000000000000000e+03
5.440166701517277943e+02,4.499000000000000000e+03
5.447847309423993920e+02,4.553000000000000000e+03
5.455527151128235346e+02,4.587000000000000000e+03
5.463206226555614649e+02,4.588000000000000000e+03
5.470884535631749941e+02,4.578000000000000000e+03
5.478562078282254788e+02,4.565000000000000000e+03
5.486238854432745029e+02,4.631000000000000000e+03
5.493914864008834229e+02,4.668000000000000000e+03
5.501590106936139364e+02,4.685000000000000000e+03
5.509264583140273999e+02,4.677000000000000000e+03
5.516938292546855109e+02,4.720000000000000000e+03
5.524611235081496261e+02,4.736000000000000000e+03
5.532283410669812156e+02,4.764000000000000000e+03
5.539954819237419770e+02,4.810000000000000000e+03
5.547625460709932668e+02,4.843000000000000000e+03
5.555295335012966689e+02,4.828000000000000000e+03
5.562964442072136535e+02,4.857000000000000000e+03
5.570632781813058045e+02,4.865000000000000000e+03
5.578300354161344785e+02,4.932000000000000000e+03
5.585967159042613730e+02,4.903000000000000000e+03
5.593633196382478445e+02,4.951000000000000000e+03
5.601298466106555907e+02,4.990000000000000000e+03
5.608962968140458543e+02,4.987000000000000000e+03
5.616626702409804466e+02,5.067000000000000000e+03
5.624289668840206105e+02,5.072000000000000000e+03
5.631951867357280435e+02,5.122000000000000000e+03
5.639613297886641021e+02,5.127000000000000000e+03
5.647273960353904840e+02,5.162000000000000000e+03
5.654933854684685457e+02,5.202000000000000000e+03
5.662592980804598710e+02,5.184000000000000000e+03
5.670251338639259302e+02,5.238000000000000000e+03
5.677908928114283071e+02,5.278000000000000000e+03
5.685565749155283584e+02,5.310000000000000000e+03
5.693221801687877814e+02,5.325000000000000000e+03
5.700877085637679329e+02,5.301000000000000000e+03
5.708531600930303966e+02,5.351000000000000000e+03
5.716185347491367565e+02,5.406000000000000000e+03
5.723838325246483691e+02,5.431000000000000000e+03
5.731490534121269320e+02,5.461000000000000000e+03
5.739141974041336880e+02,5.484000000000000000e+03
5.746792644932304484e+02,5.521000000000000000e+03
5.754442546719784559e+02,5.556000000000000000e+03
5.762091679329394083e+02,5.599000000000000000e+03
5.769740042686747756e+02,5.637000000000000000e+03
5.777387636717460282e+02,5.681000000000000000e+03
5.785034461347147499e+02,5.704000000000000000e+03
5.792680516501422971e+02,5.777000000000000000e+03
5.800325802105903676e+02,5.805000000000000000e+03
5.807970318086203179e+02,5.861000000000000000e+03
5.815614064367937317e+02,5.930000000000000000e+03
5.823257040876721931e+02,6.039000000000000000e+03
5.830899247538170584e+02,6.109000000000000000e+03
5.838540684277899118e+02,6.241000000000000000e+03
5.846181351021523369e+02,6.310000000000000000e+03
5.853821247694656904e+02,6.476000000000000000e+03
5.861460374222916698e+02,6.581000000000000000e+03
5.869098730531916317e+02,6.690000000000000000e+03
5.876736316547271599e+02,6.869000000000000000e+03
5.884373132194597247e+02,6.987000000000000000e+03
5.892009177399509099e+02,7.177000000000000000e+03
5.899644452087620721e+02,7.338000000000000000e+03
5.907278956184549088e+02,7.454000000000000000e+03
5.914912689615907766e+02,7.641000000000000000e+03
5.922545652307312594e+02,7.797000000000000000e+03
5.930177844184379410e+02,7.985000000000000000e+03
5.937809265172721780e+02,8.088000000000000000e+03
5.945439915197956680e+02,8.246000000000000000e+03
5.953069794185696537e+02,8.460000000000000000e+03
5.960698902061559465e+02,8.529000000000000000e+03
5.968327238751157893e+02,8.709000000000000000e+03
5.975954804180109932e+02,8.802000000000000000e+03
5.983581598274026874e+02,8.979000000000000000e+03
5.991207620958527968e+02,9.099000000000000000e+03
5.998832872159224507e+02,9.206000000000000000e+03
6.006457351801734603e+02,9.335000000000000000e+03
6.014081059811670684e+02,9.429000000000000000e+03
6.021703996114650863e+02,9.513000000000000000e+03
6.029326160636287568e+02,9.614000000000000000e+03
6.036947553302197775e+02,9.707000000000000000e+03
6.044568174037995050e+02,9.769000000000000000e+03
6.052188022769296367e+02,9.855000000000000000e+03
6.059807099421715293e+02,9.927000000000000000e+03
6.067425403920866529e+02,1.000000000000000000e+04
6.075042936192367051e+02,9.991000000000000000e+03
6.082659696161830425e+02,1.008600000000000000e+04
6.090275683754872489e+02,1.006500000000000000e+04
6.097890898897107945e+02,1.008600000000000000e+04
6.105505341514152633e+02,1.003200000000000000e+04
6.113119011531621254e+02,1.011500000000000000e+04
6.120731908875128511e+02,1.013400000000000000e+04
6.128344033470289105e+02,1.015500000000000000e+04
6.135955385242720013e+02,1.009800000000000000e+04
6.143565964118034799e+02,1.011900000000000000e+04
6.151175770021848166e+02,1.005000000000000000e+04
6.158784802879777089e+02,1.013200000000000000e+04
6.166393062617435135e+02,1.007800000000000000e+04
6.174000549160438140e+02,1.008500000000000000e+04
6.181607262434400809e+02,1.003600000000000000e+04
6.189213202364937843e+02,9.975000000000000000e+03
6.196818368877665080e+02,1.000500000000000000e+04
6.204422761898198360e+02,9.822000000000000000e+03
6.212026381352151247e+02,9.876000000000000000e+03
6.219629227165139582e+02,9.791000000000000000e+03
6.227231299262778066e+02,9.711000000000000000e+03
6.234832597570681401e+02,9.717000000000000000e+03
6.242433122014466562e+02,9.618000000000000000e+03
6.250032872519747116e+02,9.620000000000000000e+03
6.257631849012138900e+02,9.565000000000000000e+03
6.265230051417256618e+02,9.446000000000000000e+03
6.272827479660714971e+02,9.432000000000000000e+03
6.280424133668129798e+02,9.335000000000000000e+03
6.288020013365115801e+02,9.369000000000000000e+03
6.295615118677288820e+02,9.249000000000000000e+03
6.303209449530262418e+02,9.192000000000000000e+03
6.310803005849653573e+02,9.142000000000000000e+03
6.318395787561075849e+02,9.040000000000000000e+03
6.325987794590145086e+02,8.964000000000000000e+03
6.333579026862475985e+02,8.858000000000000000e+03
6.341169484303684385e+02,8.841000000000000000e+03
6.348759166839384989e+02,8.778000000000000000e+03
6.356348074395193635e+02,8.692000000000000000e+03
6.363936206896723888e+02,8.543000000000000000e+03
6.371523564269591589e+02,8.525000000000000000e+03
6.379110146439411437e+02,8.346000000000000000e+03
6.386695953331800411e+02,8.311000000000000000e+03
6.394280984872370937e+02,8.266000000000000000e+03
6.401865240986739991e+02,8.166000000000000000e+03
6.409448721600522276e+02,8.090000000000000000e+03
6.417031426639332494e+02,7.957000000000000000e+03
6.424613356028785347e+02,7.889000000000000000e+03
6.432194509694497810e+02,7.783000000000000000e+03
6.439774887562082313e+02,7.658000000000000000e+03
6.447354489557156967e+02,7.643000000000000000e+03
6.454933315605334201e+02,7.537000000000000000e+03
6.462511365632230991e+02,7.426000000000000000e+03
6.470088639563460902e+02,7.325000000000000000e+03
6.477665137324639772e+02,7.221000000000000000e+03
6.485240858841383442e+02,7.131000000000000000e+03
6.492815804039306613e+02,7.074000000000000000e+03
6.500389972844022850e+02,6.945000000000000000e+03
6.507963365181150266e+02,6.894000000000000000e+03
6.515535980976301289e+02,6.787000000000000000e+03
6.523107820155091758e+02,6.752000000000000000e+03
6.530678882643137513e+02,6.610000000000000000e+03
6.538249168366053254e+02,6.515000000000000000e+03
6.545818677249453685e+02,6.439000000000000000e+03
6.553387409218953508e+02,6.391000000000000000e+03
6.560955364200169697e+02,6.241000000000000000e+03
6.568522542118715819e+02,6.134000000000000000e+03
6.576088942900207712e+02,6.073000000000000000e+03
6.583654566470258942e+02,5.996000000000000000e+03
6.591219412754487621e+02,5.925000000000000000e+03
6.598783481678506178e+02,5.853000000000000000e+03
6.606346773167930451e+02,5.793000000000000000e+03
6.613909287148375142e+02,5.694000000000000000e+03
6.621471023545457228e+02,5.651000000000000000e+03
6.629031982284790274e+02,5.549000000000000000e+03
6.636592163291988982e+02,5.477000000000000000e+03
6.644151566492669190e+02,5.411000000000000000e+03
6.651710191812445601e+02,5.321000000000000000e+03
6.659268039176935190e+02,5.259000000000000000e+03
6.666825108511750386e+02,5.178000000000000000e+03
6.674381399742507028e+02,5.115000000000000000e+03
6.681936912794820955e+02,5.036000000000000000e+03
6.689491647594306869e+02,4.988000000000000000e+03
6.697045604066580609e+02,4.931000000000000000e+03
6.704598782137256876e+02,4.836000000000000000e+03
6.712151181731949237e+02,4.756000000000000000e+03
6.719702802776274666e+02,4.696000000000000000e+03
6.727253645195847866e+02,4.617000000000000000e+03
6.734803708916283540e+02,4.617000000000000000e+03
6.742352993863197526e+02,4.534000000000000000e+03
6.749901499962204525e+02,4.447000000000000000e+03
6.757449227138918104e+02,4.415000000000000000e+03
6.764996175318956375e+02,4.361000000000000000e+03
6.772542344427932903e+02,4.314000000000000000e+03
6.780087734391461254e+02,4.255000000000000000e+03
6.787632345135159539e+02,4.191000000000000000e+03
6.795176176584641325e+02,4.172000000000000000e+03
6.802719228665521314e+02,4.096000000000000000e+03
6.810261501303415344e+02,4.037000000000000000e+03
6.817802994423938117e+02,3.961000000000000000e+03
6.825343707952704335e+02,3.924000000000000000e+03
6.832883641815330975e+02,3.901000000000000000e+03
6.840422795937431601e+02,3.890000000000000000e+03
6.847961170244620916e+02,3.766000000000000000e+03
6.855498764662514759e+02,3.766000000000000000e+03
6.863035579116727831e+02,3.677000000000000000e+03
6.870571613532875972e+02,3.668000000000000000e+03
6.878106867836575020e+02,3.596000000000000000e+03
6.885641341953437404e+02,3.537000000000000000e+03
6.893175035809080100e+02,3.546000000000000000e+03
6.900707949329117810e+02,3.478000000000000000e+03
6.908240082439166372e+02,3.436000000000000000e+03
6.915771435064840489e+02,3.410000000000000000e+03
6.923302007131753726e+02,3.356000000000000000e+03
6.930831798565523059e+02,3.340000000000000000e+03
6.938360809291763189e+02,3.276000000000000000e+03
6.945889039236089957e+02,3.242000000000000000e+03
6.953416488324115790e+02,3.226000000000000000e+03
6.960943156481458800e+02,3.159000000000000000e+03
6.968469043633732554e+02,3.130000000000000000e+03
6.975994149706552889e+02,3.100000000000000000e+03
6.983518474625533372e+02,3.081000000000000000e+03
6.991042018316290978e+02,3.052000000000000000e+03
6.998564780704440409e+02,3.015000000000000000e+03
7.006086761715596367e+02,2.990000000000000000e+03
7.013607961275373555e+02,2.929000000000000000e+03
7.021128379309387810e+02,2.900000000000000000e+03
7.028648015743254973e+02,2.894000000000000000e+03
7.036166870502587471e+02,2.841000000000000000e+03
7.043684943513003418e+02,2.836000000000000000e+03
7.051202234700116378e+02,2.798000000000000000e+03
7.058718743989541053e+02,2.777000000000000000e+03
7.066234471306893283e+02,2.731000000000000000e+03
7.073749416577788907e+02,2.721000000000000000e+03
7.081263579727841488e+02,2.667000000000000000e+03
7.088776960682668005e+02,2.649000000000000000e+03
7.096289559367880884e+02,2.638000000000000000e+03
7.103801375709098238e+02,2.617000000000000000e+03
7.111312409631932496e+02,2.585000000000000000e+03
7.118822661062000634e+02,2.543000000000000000e+03
7.126332129924917353e+02,2.539000000000000000e+03
7.133840816146297357e+02,2.512000000000000000e+03
7.141348719651755346e+02,2.490000000000000000e+03
7.148855840366908296e+02,2.472000000000000000e+03
7.156362178217368637e+02,2.444000000000000000e+03
7.163867733128753343e+02,2.444000000000000000e+03
7.171372505026677118e+02,2.410000000000000000e+03
7.178876493836755799e+02,2.382000000000000000e+03
7.186379699484602952e+02,2.369000000000000000e+03
7.193882121895834416e+02,2.348000000000000000e+03
7.201383760996064893e+02,2.331000000000000000e+03
7.208884616710910223e+02,2.317000000000000000e+03
7.216384688965985106e+02,2.296000000000000000e+03
7.223883977686905382e+02,2.275000000000000000e+03
7.231382482799284617e+02,2.267000000000000000e+03
7.238880204228739785e+02,2.246000000000000000e+03
7.246377141900884453e+02,2.238000000000000000e+03
7.253873295741334459e+02,2.222000000000000000e+03
7.261368665675704506e+02,2.214000000000000000e+03
7.268863251629610431e+02,2.192000000000000000e+03
7.276357053528666938e+02,2.158000000000000000e+03
7.283850071298488729e+02,2.162000000000000000e+03
